_id;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
794;1;0;1;0;1;1;0;1;0;1;0;0,3749612461787552;;430,0;;430,0;;;;63,0;;;;;;;323,0;63,0;;;56,0;430,0;;;;430,0;;;;430,0;;;56,0;430,0;;95,0;;941,0;;;430,0;430,0;;
795;0;0;1;1;1;1;0;0;0;1;0;0,2943543792576149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
796;0;0;1;1;1;1;1;0;1;0;1;0,3695350926851576;;744,0;805,0;805,0;805,0;805,0;805,0;805,0;805,0;805,0;805,0;805,0;454,0;805,0;805,0;773,0;805,0;805,0;805,0;773,0;454,0;805,0;213,0;805,0;805,0;805,0;805,0;805,0;113,0;805,0;805,0;773,0;805,0;805,0;213,0;773,0;113,0;454,0;805,0;805,0;612,0;805,0
797;0;1;1;1;0;1;1;0;1;0;1;0,3664790358031816;665,0;506,0;532,0;665,0;506,0;506,0;665,0;506,0;506,0;506,0;665,0;506,0;665,0;914,0;665,0;665,0;897,0;665,0;665,0;506,0;914,0;665,0;632,0;506,0;897,0;506,0;665,0;506,0;506,0;914,0;665,0;506,0;914,0;665,0;665,0;506,0;665,0;506,0;665,0;506,0;506,0;506,0
798;0;1;0;1;0;1;0;0;1;0;1;0,3452291734725762;;163,0;163,0;249,0;744,0;744,0;532,0;249,0;744,0;191,0;532,0;605,0;744,0;191,0;163,0;605,0;744,0;744,0;532,0;605,0;191,0;744,0;532,0;249,0;744,0;744,0;163,0;249,0;127,0;744,0;532,0;605,0;127,0;191,0;532,0;249,0;191,0;744,0;532,0;605,0;191,0;191,0
799;1;1;1;0;0;0;1;1;0;0;1;0,3222600846729257;453,0;453,0;453,0;453,0;669,0;453,0;453,0;453,0;453,0;453,0;453,0;453,0;453,0;453,0;453,0;453,0;453,0;669,0;453,0;453,0;453,0;669,0;453,0;453,0;669,0;669,0;453,0;453,0;453,0;669,0;453,0;453,0;453,0;453,0;453,0;453,0;453,0;669,0;453,0;453,0;669,0;669,0
800;0;0;0;0;1;1;0;1;1;0;1;0,4252308096386467;;0,0;982,0;188,0;460,0;460,0;982,0;188,0;80,0;460,0;0,0;216,0;80,0;460,0;0,0;188,0;460,0;888,0;982,0;188,0;888,0;888,0;0,0;188,0;460,0;80,0;982,0;188,0;888,0;80,0;0,0;188,0;10,0;80,0;0,0;188,0;80,0;80,0;982,0;216,0;460,0;80,0
801;1;0;0;0;1;0;1;0;0;0;0;0,2529570739364164;;493,0;291,0;;;;;;;;;;;;291,0;;;;291,0;;;;291,0;;;;;;;;;;;;;;;;933,0;;;
802;1;0;1;0;1;0;0;0;0;0;0;0,25861564379346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
803;0;1;1;0;1;1;0;1;0;0;0;0,2974486185682106;311,0;311,0;725,0;877,0;311,0;311,0;311,0;311,0;725,0;725,0;311,0;311,0;311,0;725,0;311,0;311,0;311,0;311,0;725,0;311,0;725,0;725,0;311,0;311,0;725,0;725,0;311,0;725,0;725,0;311,0;725,0;725,0;311,0;725,0;725,0;725,0;725,0;311,0;725,0;311,0;725,0;311,0
804;0;0;1;1;0;0;1;1;1;1;0;0,5017085430473627;;776,0;;379,0;;515,0;171,0;846,0;;530,0;846,0;;;305,0;;846,0;;562,0;;;;133,0;846,0;;;252,0;379,0;;;592,0;;846,0;;133,0;;133,0;;515,0;;846,0;;396,0
805;0;0;1;1;1;1;1;0;1;0;0;0,3695350926851576;329,0;329,0;796,0;796,0;796,0;796,0;796,0;796,0;796,0;796,0;796,0;796,0;329,0;796,0;796,0;329,0;796,0;796,0;796,0;329,0;329,0;796,0;329,0;796,0;796,0;796,0;796,0;796,0;717,0;796,0;796,0;329,0;796,0;796,0;329,0;329,0;329,0;95,0;796,0;796,0;689,0;796,0
806;1;0;0;0;0;1;0;0;1;1;0;0,4360022891269004;426,0;426,0;426,0;176,0;426,0;426,0;426,0;51,0;426,0;426,0;426,0;426,0;426,0;426,0;426,0;176,0;426,0;426,0;426,0;51,0;426,0;426,0;426,0;176,0;426,0;426,0;426,0;426,0;910,0;426,0;426,0;51,0;426,0;426,0;426,0;426,0;426,0;426,0;426,0;51,0;426,0;955,0
807;1;0;1;1;0;1;0;1;1;1;1;0,5152571109216548;;353,0;355,0;355,0;;544,0;355,0;355,0;;544,0;353,0;771,0;;544,0;353,0;990,0;;793,0;355,0;355,0;;793,0;353,0;785,0;;284,0;353,0;771,0;;544,0;355,0;355,0;;355,0;353,0;785,0;;704,0;355,0;355,0;;544,0
808;0;1;1;1;0;1;1;0;1;0;1;0,3664790358031816;506,0;665,0;506,0;506,0;665,0;665,0;506,0;665,0;897,0;665,0;506,0;665,0;506,0;506,0;506,0;506,0;506,0;506,0;506,0;665,0;506,0;506,0;506,0;665,0;506,0;897,0;506,0;665,0;665,0;506,0;506,0;665,0;506,0;506,0;506,0;665,0;506,0;914,0;506,0;665,0;897,0;665,0
809;1;1;0;1;0;1;1;0;1;1;1;0,4090141479344242;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;463,0;968,0;463,0;463,0;463,0;968,0;463,0;463,0;463,0;463,0
810;0;0;1;0;1;1;0;0;1;1;0;0,41855086984830414;;;;;59,0;376,0;;;376,0;376,0;;;376,0;376,0;;;59,0;320,0;;;59,0;376,0;;;59,0;59,0;;;473,0;169,0;;;376,0;59,0;;;59,0;59,0;;;59,0;376,0
811;1;0;1;0;0;0;1;1;1;0;0;0,4690301341926377;;;965,0;;;25,0;965,0;;;584,0;;;;403,0;965,0;;;45,0;;;;15,0;965,0;;;848,0;965,0;;;637,0;965,0;;;896,0;965,0;;;45,0;965,0;;;159,0
812;1;0;1;0;0;0;0;0;0;1;0;0,3196093747285628;;205,0;205,0;356,0;;;205,0;356,0;;;205,0;205,0;;;205,0;209,0;;;205,0;209,0;;;205,0;205,0;;;205,0;209,0;;;205,0;356,0;;;205,0;;;;205,0;209,0;;
813;0;0;0;0;0;0;0;1;0;0;1;0,31736315102905993;788,0;788,0;788,0;788,0;788,0;954,0;788,0;788,0;954,0;954,0;788,0;788,0;954,0;954,0;788,0;788,0;954,0;954,0;788,0;788,0;954,0;954,0;788,0;788,0;788,0;788,0;788,0;788,0;954,0;788,0;788,0;788,0;954,0;788,0;788,0;788,0;954,0;954,0;788,0;788,0;788,0;954,0
814;1;0;1;0;1;0;0;1;0;0;1;0,3182634257954477;;908,0;679,0;518,0;864,0;758,0;679,0;518,0;758,0;894,0;679,0;518,0;864,0;758,0;679,0;518,0;864,0;758,0;679,0;518,0;758,0;864,0;679,0;518,0;864,0;864,0;679,0;518,0;864,0;864,0;679,0;518,0;758,0;758,0;679,0;518,0;864,0;758,0;679,0;518,0;758,0;894,0
815;1;1;1;0;0;1;0;0;1;0;0;0,3759145241708353;;722,0;;;;;;;;;;;;;;;;;;;;;;;;;283,0;;;;;;;;283,0;51,0;;;283,0;;;
816;0;0;1;1;1;0;0;1;0;0;0;0,30286554263112553;;215,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
817;0;1;0;0;0;1;0;0;1;1;0;0,4005699521616154;;911,0;;787,0;527,0;478,0;137,0;787,0;722,0;527,0;166,0;787,0;527,0;478,0;;787,0;478,0;478,0;787,0;911,0;478,0;527,0;750,0;;478,0;478,0;;;722,0;722,0;;911,0;527,0;527,0;137,0;787,0;722,0;527,0;;787,0;722,0;527,0
818;1;1;0;1;0;0;0;1;1;0;1;0,4112253494647463;912,0;912,0;429,0;912,0;912,0;912,0;912,0;591,0;912,0;912,0;912,0;591,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;591,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;912,0;429,0;591,0;912,0;912,0;912,0;591,0;912,0;912,0
819;1;0;0;0;0;1;1;0;1;0;0;0,3944364747195917;;176,0;176,0;51,0;500,0;500,0;176,0;126,0;;98,0;51,0;126,0;500,0;86,0;;126,0;98,0;86,0;;176,0;862,0;862,0;147,0;51,0;;862,0;;176,0;500,0;86,0;147,0;176,0;500,0;862,0;;126,0;;98,0;239,0;;862,0;86,0
820;0;1;1;1;1;1;0;1;1;0;1;0,4055844668676669;974,0;974,0;974,0;974,0;974,0;300,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0;974,0
821;1;0;0;1;1;1;0;1;0;0;1;0,3080604085071684;333,0;828,0;333,0;333,0;333,0;333,0;333,0;828,0;828,0;828,0;333,0;333,0;333,0;333,0;333,0;333,0;333,0;828,0;333,0;333,0;828,0;333,0;333,0;333,0;828,0;828,0;333,0;828,0;828,0;828,0;333,0;828,0;828,0;828,0;333,0;333,0;828,0;828,0;333,0;333,0;828,0;828,0
822;0;1;1;0;1;1;0;0;0;0;0;0,24032667422704626;;;;725,0;872,0;587,0;;725,0;587,0;872,0;;725,0;587,0;587,0;;725,0;872,0;587,0;;725,0;587,0;587,0;;725,0;587,0;872,0;;311,0;872,0;587,0;;311,0;872,0;587,0;;311,0;872,0;872,0;;725,0;587,0;872,0
823;1;0;1;0;1;1;1;1;0;0;0;0,33575046841046724;;;;;706,0;114,0;947,0;;23,0;635,0;;;946,0;114,0;712,0;;;336,0;;;;538,0;712,0;;;706,0;;;301,0;301,0;712,0;;23,0;538,0;712,0;;301,0;946,0;712,0;;706,0;538,0
824;0;0;1;1;1;0;1;0;0;0;0;0,2509405200970204;;;215,0;215,0;;;215,0;215,0;;;215,0;215,0;;;215,0;215,0;;;215,0;215,0;;;215,0;215,0;;;215,0;215,0;;;215,0;215,0;;;215,0;215,0;;;215,0;215,0;;
825;0;0;0;1;0;1;1;0;0;1;0;0,3080515004527835;107,0;107,0;363,0;363,0;363,0;107,0;107,0;107,0;107,0;107,0;107,0;107,0;363,0;363,0;363,0;363,0;363,0;107,0;107,0;107,0;363,0;363,0;363,0;363,0;107,0;363,0;107,0;107,0;363,0;363,0;729,0;107,0;107,0;363,0;363,0;107,0;363,0;107,0;107,0;363,0;363,0;107,0
826;0;1;0;0;0;1;0;1;0;0;0;0,3045143709305212;;;;;688,0;688,0;;;688,0;688,0;;;688,0;688,0;;;688,0;688,0;;;688,0;688,0;;;688,0;688,0;;;688,0;688,0;;;688,0;688,0;;;688,0;688,0;;;688,0;688,0
827;1;0;0;1;1;1;1;1;1;1;1;0,4841328251641335;;233,0;849,0;233,0;231,0;886,0;849,0;233,0;;352,0;849,0;233,0;997,0;231,0;233,0;233,0;997,0;997,0;849,0;233,0;;997,0;849,0;233,0;997,0;231,0;233,0;233,0;231,0;997,0;849,0;233,0;;886,0;849,0;233,0;997,0;210,0;849,0;233,0;231,0;104,0
828;1;0;0;1;1;1;0;1;0;0;0;0,3080604085071684;;821,0;162,0;614,0;107,0;363,0;162,0;821,0;821,0;821,0;162,0;614,0;107,0;107,0;162,0;614,0;107,0;821,0;162,0;614,0;821,0;107,0;162,0;614,0;821,0;821,0;162,0;821,0;821,0;821,0;162,0;821,0;821,0;821,0;162,0;614,0;821,0;821,0;162,0;614,0;821,0;821,0
829;0;1;0;0;0;0;1;0;0;0;0;0,2434641514621912;;876,0;;570,0;;;;570,0;;;;570,0;;;;570,0;;;570,0;570,0;;;570,0;570,0;;;570,0;570,0;;;570,0;570,0;;;;570,0;;;;570,0;;
830;1;0;0;0;1;0;0;1;1;0;1;0,4227305642144949;130,0;130,0;852,0;130,0;130,0;130,0;852,0;130,0;852,0;130,0;852,0;377,0;852,0;852,0;852,0;130,0;130,0;852,0;852,0;130,0;852,0;852,0;852,0;130,0;852,0;194,0;130,0;130,0;130,0;130,0;130,0;130,0;130,0;852,0;130,0;130,0;852,0;852,0;852,0;130,0;194,0;852,0
831;1;1;1;0;0;0;0;0;0;0;0;0,2561042685195271;;;;155,0;;;;155,0;;;;155,0;;;;155,0;;;;155,0;;;;155,0;;;;155,0;;;;155,0;;;;155,0;;;;155,0;;
832;1;0;0;0;1;1;1;0;0;1;0;0,3031948996520972;;;;;;;;700,0;;;;;;;;700,0;;;;700,0;;;;;;;;;;;;;;;;;;;;700,0;;
833;1;0;0;0;1;1;0;1;1;0;0;0,4344791841269201;119,0;869,0;383,0;119,0;119,0;157,0;309,0;119,0;119,0;119,0;869,0;119,0;119,0;119,0;383,0;119,0;119,0;157,0;309,0;119,0;157,0;157,0;383,0;119,0;119,0;119,0;383,0;119,0;119,0;119,0;309,0;119,0;157,0;119,0;309,0;119,0;157,0;119,0;309,0;119,0;157,0;119,0
834;0;0;0;1;0;0;1;0;1;0;1;0,3661888513091222;914,0;914,0;914,0;914,0;914,0;914,0;914,0;501,0;914,0;897,0;914,0;914,0;914,0;897,0;914,0;914,0;914,0;914,0;914,0;914,0;897,0;897,0;914,0;914,0;914,0;914,0;914,0;914,0;897,0;897,0;914,0;914,0;897,0;914,0;992,0;992,0;897,0;897,0;914,0;914,0;914,0;914,0
835;0;0;0;0;0;1;1;1;0;0;0;0,3348250222725066;;;;;271,0;271,0;;;;271,0;;;871,0;;;;271,0;;;;871,0;;;;;;;;271,0;;;;271,0;871,0;;;;871,0;;;871,0;
836;0;1;1;0;1;1;1;0;0;0;0;0,24612442274346816;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0;715,0
837;1;1;0;0;0;0;0;1;0;1;0;0,34675543955016913;;95,0;95,0;652,0;437,0;606,0;981,0;652,0;965,0;232,0;652,0;652,0;437,0;437,0;981,0;95,0;232,0;232,0;652,0;652,0;392,0;232,0;652,0;652,0;437,0;339,0;652,0;652,0;606,0;588,0;652,0;652,0;392,0;965,0;652,0;652,0;965,0;232,0;652,0;652,0;556,0;232,0
838;1;0;1;0;0;0;0;1;0;0;1;0,3391794275465625;;330,0;521,0;330,0;561,0;561,0;490,0;330,0;561,0;315,0;894,0;62,0;366,0;561,0;521,0;490,0;;875,0;61,0;62,0;561,0;561,0;521,0;62,0;680,0;366,0;518,0;62,0;;366,0;521,0;330,0;561,0;561,0;950,0;521,0;366,0;875,0;518,0;490,0;;120,0
839;0;0;1;0;1;0;0;1;1;0;0;0,42847259483930455;;668,0;;939,0;175,0;467,0;;939,0;175,0;467,0;;939,0;623,0;467,0;;939,0;175,0;175,0;673,0;939,0;467,0;175,0;673,0;939,0;467,0;947,0;;939,0;467,0;467,0;;939,0;623,0;175,0;;939,0;175,0;467,0;;939,0;175,0;467,0
840;0;0;0;0;0;1;1;0;0;0;0;0,2733177284456005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
841;1;1;1;0;0;0;1;0;1;1;0;0,42052868324651577;;;882,0;783,0;700,0;700,0;;505,0;700,0;700,0;;783,0;700,0;700,0;;;700,0;700,0;;;700,0;700,0;;783,0;700,0;700,0;;783,0;700,0;700,0;;;700,0;700,0;;;700,0;700,0;;;700,0;700,0
842;1;0;1;1;1;0;0;1;1;1;1;0,4795767586543893;;964,0;905,0;763,0;418,0;889,0;905,0;905,0;889,0;413,0;905,0;905,0;763,0;413,0;964,0;763,0;418,0;418,0;763,0;964,0;418,0;418,0;905,0;905,0;418,0;859,0;905,0;763,0;889,0;413,0;905,0;244,0;889,0;418,0;763,0;964,0;418,0;763,0;905,0;905,0;889,0;889,0
843;0;1;1;1;1;1;1;1;0;0;0;0,29688702965513325;;739,0;397,0;57,0;;512,0;;739,0;;;;57,0;725,0;;;;;512,0;397,0;;512,0;311,0;;;;311,0;;739,0;311,0;;;57,0;512,0;;;739,0;;;397,0;57,0;;512,0
844;0;0;1;0;1;1;0;0;1;0;0;0,3701617554980819;;269,0;;673,0;657,0;338,0;269,0;673,0;338,0;657,0;;227,0;338,0;689,0;73,0;673,0;123,0;95,0;973,0;227,0;338,0;689,0;73,0;227,0;123,0;338,0;496,0;973,0;338,0;338,0;;227,0;689,0;338,0;73,0;227,0;338,0;338,0;;227,0;147,0;338,0
845;1;1;1;1;1;0;1;1;0;0;0;0,2947544220665134;;;;336,0;;;;;;;;336,0;;;;;;;;336,0;;;;;;;;;;;;336,0;;;;336,0;;;;336,0;;
846;1;0;1;1;0;0;1;1;1;1;1;0,5111410504550024;;284,0;984,0;267,0;;793,0;984,0;804,0;;859,0;804,0;267,0;672,0;355,0;984,0;804,0;672,0;672,0;984,0;575,0;;672,0;804,0;267,0;;102,0;984,0;267,0;;857,0;984,0;804,0;;672,0;984,0;267,0;672,0;709,0;984,0;804,0;672,0;672,0
847;0;1;1;1;0;1;1;1;1;0;0;0,43636214266200457;;757,0;757,0;757,0;978,0;978,0;757,0;757,0;910,0;975,0;757,0;757,0;489,0;40,0;757,0;757,0;975,0;975,0;757,0;;40,0;978,0;757,0;757,0;955,0;40,0;757,0;757,0;978,0;40,0;757,0;757,0;955,0;40,0;757,0;;975,0;975,0;757,0;;955,0;978,0
848;0;0;1;1;0;1;0;1;1;1;1;0,5058272399829523;;488,0;873,0;785,0;622,0;622,0;760,0;760,0;774,0;622,0;760,0;785,0;774,0;197,0;873,0;353,0;793,0;622,0;259,0;760,0;774,0;774,0;488,0;355,0;622,0;811,0;197,0;785,0;793,0;622,0;760,0;760,0;622,0;622,0;873,0;760,0;793,0;622,0;760,0;785,0;622,0;352,0
849;1;0;0;1;1;1;1;0;1;1;0;0,4121941224111948;;700,0;827,0;;;;827,0;;;;827,0;;;;700,0;;;;827,0;;;;827,0;;;;700,0;;;;827,0;;;;827,0;;;;827,0;;;
850;1;1;0;1;0;1;0;0;1;1;0;0,4014224921232123;;;787,0;310,0;478,0;668,0;372,0;372,0;527,0;722,0;787,0;372,0;722,0;527,0;787,0;94,0;722,0;668,0;372,0;;527,0;478,0;911,0;372,0;527,0;722,0;911,0;310,0;478,0;668,0;787,0;372,0;478,0;668,0;94,0;372,0;668,0;668,0;787,0;94,0;527,0;668,0
851;0;0;1;1;0;0;1;0;0;0;1;0,26917906369230765;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0;417,0
852;1;0;0;0;1;0;0;1;1;0;0;0,4227305642144949;;584,0;830,0;58,0;218,0;218,0;830,0;584,0;830,0;218,0;830,0;584,0;830,0;830,0;830,0;584,0;218,0;830,0;830,0;584,0;830,0;830,0;830,0;584,0;830,0;218,0;38,0;584,0;218,0;218,0;58,0;38,0;218,0;830,0;58,0;584,0;830,0;830,0;830,0;584,0;218,0;830,0
853;1;1;0;1;1;0;1;1;1;1;1;0,4453650553142438;;210,0;204,0;204,0;579,0;579,0;204,0;204,0;579,0;579,0;204,0;204,0;579,0;579,0;204,0;204,0;579,0;579,0;204,0;204,0;579,0;579,0;204,0;204,0;579,0;579,0;77,0;204,0;579,0;579,0;204,0;204,0;579,0;579,0;204,0;204,0;579,0;579,0;204,0;204,0;579,0;579,0
854;1;1;0;0;1;1;0;0;0;0;0;0,2360645852585925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
855;0;1;1;0;0;1;0;1;0;1;0;0,3631152711536177;;112,0;902,0;;;;902,0;;;;877,0;;;;902,0;;;;877,0;;;;877,0;;;;877,0;;;;902,0;;;;902,0;;;;902,0;;;
856;0;1;0;0;1;1;0;0;0;1;1;0,2671134766564093;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0;285,0;925,0;925,0;925,0
857;0;1;1;0;1;1;0;1;1;1;0;0,4637478462128658;;25,0;;;;740,0;;902,0;;740,0;;877,0;;309,0;;877,0;;403,0;;877,0;;403,0;902,0;902,0;;297,0;;877,0;;846,0;;877,0;;598,0;;902,0;;767,0;;877,0;;354,0
858;1;0;0;1;0;1;1;0;0;1;0;0,31615316502129714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
859;1;1;0;1;0;1;1;1;1;1;0;0,4808518678455481;;;;;;309,0;;;;846,0;;;;921,0;;;;396,0;;;;597,0;;;;842,0;;;;740,0;;;;921,0;;;;305,0;;;;545,0
860;1;1;1;1;0;1;1;0;0;0;0;0,2648268129827183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
861;0;0;0;1;0;0;1;0;0;1;0;0,2979205804333067;178,0;178,0;178,0;729,0;178,0;178,0;729,0;729,0;178,0;178,0;729,0;729,0;729,0;178,0;178,0;178,0;725,0;729,0;178,0;178,0;729,0;178,0;178,0;178,0;729,0;729,0;178,0;729,0;729,0;729,0;178,0;178,0;729,0;178,0;729,0;729,0;178,0;729,0;178,0;178,0;178,0;729,0
862;0;1;1;1;0;0;0;0;1;1;1;0,3955532550928408;;173,0;110,0;259,0;110,0;110,0;110,0;110,0;204,0;110,0;110,0;731,0;485,0;389,0;110,0;110,0;110,0;110,0;110,0;675,0;819,0;819,0;731,0;731,0;110,0;819,0;600,0;259,0;389,0;389,0;173,0;110,0;110,0;819,0;742,0;110,0;204,0;110,0;110,0;558,0;819,0;389,0
863;0;0;1;1;0;0;1;0;0;0;0;0,26917906369230765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
864;1;1;1;1;0;1;0;1;0;0;0;0,31840382042365445;;;;910,0;814,0;405,0;;910,0;405,0;471,0;;910,0;814,0;471,0;;910,0;814,0;405,0;;910,0;471,0;814,0;;910,0;814,0;814,0;;910,0;814,0;814,0;;910,0;405,0;405,0;;910,0;814,0;471,0;;910,0;405,0;471,0
865;0;1;1;0;0;0;0;1;1;1;0;0,4754129092572013;;;549,0;549,0;677,0;677,0;549,0;549,0;929,0;677,0;549,0;549,0;929,0;929,0;549,0;549,0;929,0;314,0;549,0;549,0;929,0;929,0;549,0;549,0;929,0;677,0;549,0;549,0;677,0;677,0;549,0;549,0;677,0;677,0;549,0;549,0;929,0;929,0;549,0;549,0;677,0;929,0
866;1;1;0;0;0;1;1;1;0;0;0;0,3193728406089853;569,0;569,0;881,0;569,0;;;881,0;569,0;;;881,0;569,0;;;881,0;569,0;;;881,0;569,0;;;881,0;569,0;;;881,0;569,0;;;881,0;569,0;;;881,0;569,0;;;881,0;569,0;;
867;1;1;1;1;1;1;1;0;0;0;0;0,2467835821757619;;;;;;;901,0;901,0;;;901,0;901,0;;;901,0;901,0;;;901,0;901,0;;;901,0;901,0;;;;901,0;;;;901,0;;;901,0;995,0;;;;995,0;;
868;0;0;1;1;1;1;1;1;0;1;0;0,36553567058006;;397,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869;1;1;0;0;1;1;0;1;1;0;1;0,4081665740991947;;833,0;331,0;304,0;887,0;887,0;607,0;304,0;312,0;968,0;833,0;120,0;312,0;887,0;331,0;304,0;887,0;312,0;304,0;120,0;312,0;312,0;982,0;120,0;887,0;312,0;120,0;304,0;312,0;968,0;331,0;120,0;312,0;312,0;304,0;304,0;887,0;312,0;304,0;304,0;887,0;968,0
870;1;0;0;1;0;1;1;0;1;1;0;0,4353412056149691;;;126,0;126,0;;489,0;;;;934,0;;;934,0;;;;;489,0;;;;;;126,0;;;;;;959,0;;;;346,0;;;;;;;;
871;0;1;1;1;1;1;0;1;0;1;1;0,3338401859809365;187,0;187,0;187,0;187,0;187,0;187,0;187,0;187,0;187,0;187,0;187,0;187,0;835,0;535,0;187,0;502,0;187,0;535,0;187,0;502,0;835,0;535,0;187,0;502,0;535,0;535,0;187,0;187,0;187,0;535,0;187,0;187,0;187,0;835,0;187,0;187,0;535,0;835,0;187,0;187,0;835,0;187,0
872;0;0;0;1;1;0;1;0;0;0;1;0,23960828260735956;;898,0;84,0;406,0;822,0;249,0;84,0;898,0;249,0;822,0;781,0;898,0;249,0;249,0;898,0;406,0;822,0;249,0;898,0;898,0;249,0;249,0;781,0;898,0;249,0;822,0;898,0;898,0;822,0;249,0;898,0;406,0;822,0;249,0;781,0;406,0;822,0;822,0;84,0;406,0;249,0;822,0
873;0;1;1;0;0;1;0;1;1;1;0;0,4873894964455998;;111,0;848,0;166,0;896,0;896,0;166,0;955,0;597,0;767,0;111,0;166,0;597,0;767,0;848,0;166,0;597,0;896,0;111,0;166,0;597,0;289,0;111,0;166,0;597,0;597,0;111,0;166,0;896,0;896,0;166,0;166,0;289,0;597,0;848,0;955,0;896,0;921,0;111,0;166,0;921,0;289,0
874;0;1;0;1;1;0;0;0;1;0;0;0,3137032446835881;;7,0;240,0;;;;240,0;;;;240,0;;;;240,0;;;;240,0;;;;240,0;;;;240,0;;;;240,0;;;;240,0;;;;240,0;;;
875;1;0;0;1;1;0;0;1;0;1;0;0,3420032155052521;;316,0;;;462,0;83,0;;;902,0;16,0;;657,0;462,0;877,0;;;462,0;838,0;;;462,0;462,0;;;902,0;462,0;;614,0;877,0;462,0;;;462,0;16,0;;;877,0;838,0;;;462,0;694,0
876;1;1;0;0;0;0;1;0;0;0;1;0,2504820830550711;;829,0;69,0;734,0;84,0;84,0;734,0;734,0;84,0;84,0;949,0;949,0;84,0;84,0;69,0;734,0;84,0;84,0;69,0;949,0;84,0;84,0;69,0;734,0;84,0;84,0;949,0;734,0;84,0;84,0;949,0;734,0;84,0;84,0;949,0;734,0;84,0;84,0;949,0;734,0;84,0;84,0
877;0;1;1;0;1;1;0;1;0;1;1;0,34148598897851234;;246,0;307,0;803,0;686,0;375,0;307,0;156,0;375,0;953,0;855,0;857,0;686,0;875,0;307,0;857,0;375,0;686,0;855,0;857,0;686,0;686,0;855,0;156,0;375,0;375,0;855,0;857,0;875,0;686,0;307,0;857,0;686,0;953,0;307,0;156,0;875,0;953,0;307,0;857,0;686,0;315,0
