_id;x1;x2;x3;x4;x5;x6;treated;ps;ss_pair;wnnem_pair;nn_euk_pair_01;nn_mah_pair_01;psm_02_pair_01;psm_dyn_pair_01;nn_euk_pair_02;nn_mah_pair_02;psm_02_pair_02;psm_dyn_pair_02;nn_euk_pair_03;nn_mah_pair_03;psm_02_pair_03;psm_dyn_pair_03;nn_euk_pair_04;nn_mah_pair_04;psm_02_pair_04;psm_dyn_pair_04;nn_euk_pair_05;nn_mah_pair_05;psm_02_pair_05;psm_dyn_pair_05;nn_euk_pair_06;nn_mah_pair_06;psm_02_pair_06;psm_dyn_pair_06;nn_euk_pair_07;nn_mah_pair_07;psm_02_pair_07;psm_dyn_pair_07;nn_euk_pair_08;nn_mah_pair_08;psm_02_pair_08;psm_dyn_pair_08;nn_euk_pair_09;nn_mah_pair_09;psm_02_pair_09;psm_dyn_pair_09;nn_euk_pair_10;nn_mah_pair_10;psm_02_pair_10;psm_dyn_pair_10
290;1;0;0;1;0;1;1;0,32125331444981103;;119,0;419,0;310,0;;419,0;181,0;451,0;;310,0;587,0;211,0;587,0;419,0;311,0;587,0;310,0;587,0;311,0;451,0;181,0;273,0;211,0;311,0;419,0;310,0;311,0;181,0;181,0;419,0;311,0;451,0;;273,0;311,0;587,0;;419,0;419,0;211,0;310,0;445,0
291;0;1;0;1;1;0;0;0,25830885822557065;;;436,0;;10,0;10,0;436,0;;5,0;436,0;377,0;;377,0;377,0;377,0;;5,0;5,0;5,0;;436,0;10,0;436,0;;10,0;436,0;5,0;;436,0;377,0;10,0;;436,0;377,0;5,0;;5,0;5,0;436,0;;436,0;10,0
292;1;1;1;0;0;1;0;0,3763167570287944;685,0;609,0;;235,0;;;;235,0;;;;361,0;;;;685,0;;;;235,0;;;;361,0;;;;361,0;;;;609,0;;;;235,0;;;;361,0;;
293;1;0;1;0;0;0;0;0,2695799376398798;;;107,0;688,0;657,0;657,0;107,0;657,0;107,0;107,0;688,0;688,0;107,0;170,0;170,0;657,0;454,0;454,0;170,0;454,0;688,0;170,0;454,0;688,0;107,0;454,0;688,0;170,0;454,0;107,0;107,0;107,0;454,0;657,0;454,0;454,0;657,0;170,0;657,0;688,0;454,0;688,0
294;0;1;0;0;1;0;0;0,21615941276516426;;251,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;0;0;1;1;0;1;0;0,2541379791261026;368,0;422,0;422,0;;;;368,0;;;;368,0;;;;422,0;;;;683,0;;;;368,0;;;;567,0;;;;422,0;;;;501,0;;;;683,0;;;
296;0;1;1;0;0;0;0;0,2259069811657392;;;238,0;;;;146,0;;;;238,0;;;;146,0;;;;238,0;;;;238,0;;;;146,0;;;;238,0;;;;238,0;;;;238,0;;;
297;0;1;0;0;1;0;0;0,21615941276516426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;0;1;0;1;1;0;0;0,25830885822557065;377,0;377,0;;377,0;436,0;377,0;;377,0;10,0;5,0;;436,0;5,0;436,0;;436,0;377,0;436,0;;5,0;5,0;5,0;;10,0;377,0;5,0;;377,0;10,0;5,0;;5,0;377,0;436,0;;10,0;377,0;377,0;;10,0;10,0;5,0
299;0;1;0;1;1;0;0;0,25830885822557065;10,0;5,0;377,0;436,0;377,0;5,0;5,0;5,0;436,0;10,0;5,0;10,0;10,0;10,0;5,0;10,0;10,0;10,0;436,0;436,0;10,0;436,0;10,0;377,0;5,0;377,0;10,0;10,0;377,0;10,0;5,0;10,0;10,0;5,0;10,0;5,0;436,0;436,0;5,0;5,0;5,0;436,0
300;0;0;1;1;1;0;0;0,2407433793322588;;;;166,0;;;;257,0;;;;656,0;;;;166,0;;;;427,0;;;;166,0;;;;166,0;;;;427,0;;;;427,0;;;;166,0;;
301;0;0;1;0;1;1;1;0,2358617810900413;22,0;410,0;461,0;410,0;229,0;487,0;461,0;22,0;664,0;487,0;410,0;22,0;229,0;487,0;410,0;22,0;664,0;682,0;461,0;229,0;229,0;487,0;410,0;22,0;664,0;229,0;161,0;22,0;487,0;682,0;229,0;229,0;682,0;487,0;229,0;410,0;664,0;487,0;410,0;410,0;682,0;487,0
302;0;0;0;1;0;0;1;0,1862784907631384;536,0;92,0;74,0;481,0;196,0;74,0;74,0;196,0;74,0;74,0;92,0;481,0;196,0;196,0;92,0;196,0;74,0;74,0;74,0;196,0;196,0;196,0;92,0;481,0;196,0;196,0;92,0;196,0;196,0;74,0;92,0;481,0;74,0;196,0;92,0;481,0;74,0;74,0;74,0;196,0;74,0;74,0
303;1;1;1;1;1;0;1;0,4149003547110088;26,0;635,0;635,0;332,0;278,0;26,0;560,0;332,0;635,0;30,0;558,0;30,0;635,0;278,0;278,0;332,0;635,0;26,0;278,0;30,0;26,0;30,0;635,0;332,0;26,0;30,0;558,0;560,0;278,0;26,0;560,0;635,0;30,0;278,0;635,0;635,0;30,0;558,0;558,0;30,0;278,0;635,0
304;1;0;0;1;1;0;1;0,3057715080176313;216,0;126,0;470,0;108,0;625,0;240,0;108,0;470,0;216,0;625,0;132,0;126,0;240,0;625,0;132,0;108,0;240,0;216,0;470,0;126,0;162,0;162,0;126,0;126,0;240,0;216,0;132,0;126,0;162,0;625,0;470,0;108,0;625,0;625,0;470,0;126,0;216,0;240,0;126,0;470,0;625,0;216,0
305;0;1;1;0;1;0;0;0,25030325752296645;;394,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;0;0;1;0;1;0;1;0,2006846350133488;103,0;677,0;401,0;121,0;121,0;401,0;677,0;348,0;401,0;401,0;677,0;348,0;121,0;121,0;401,0;121,0;401,0;401,0;677,0;121,0;401,0;401,0;677,0;121,0;401,0;401,0;401,0;348,0;401,0;121,0;401,0;348,0;121,0;121,0;677,0;348,0;401,0;121,0;677,0;121,0;121,0;121,0
307;0;1;0;1;0;1;0;0,27233023077345325;;;415,0;;;;415,0;;;;415,0;;;;415,0;;;;415,0;;;;415,0;;;;642,0;;;;642,0;;;;642,0;;;;642,0;;;
308;1;0;1;1;1;0;0;0,34778969588175784;;;;;489,0;489,0;;;489,0;489,0;;;489,0;489,0;;;489,0;489,0;;;489,0;489,0;;;489,0;489,0;;;489,0;489,0;;;489,0;489,0;;;489,0;489,0;;;489,0;489,0
309;1;1;1;0;0;1;0;0,3763167570287944;;;685,0;609,0;;;361,0;609,0;;;685,0;609,0;;;609,0;609,0;;;685,0;685,0;;;685,0;235,0;;;685,0;685,0;;;609,0;361,0;;;235,0;685,0;;;361,0;235,0;;
310;1;0;0;1;0;1;0;0,32125331444981103;187,0;118,0;453,0;290,0;391,0;118,0;187,0;453,0;391,0;290,0;391,0;118,0;391,0;453,0;187,0;453,0;290,0;391,0;453,0;431,0;391,0;118,0;209,0;187,0;453,0;290,0;431,0;187,0;453,0;187,0;391,0;431,0;118,0;118,0;391,0;391,0;431,0;453,0;187,0;209,0;290,0;209,0
311;1;0;1;1;0;1;0;0,3642826211491781;;;431,0;391,0;;;453,0;118,0;;;118,0;209,0;;;290,0;209,0;;;290,0;102,0;;;118,0;290,0;;;290,0;209,0;;;290,0;102,0;;;290,0;102,0;;;431,0;453,0;;
312;1;1;1;1;0;1;0;0,4324655479820878;660,0;214,0;660,0;214,0;353,0;353,0;660,0;698,0;698,0;620,0;353,0;214,0;660,0;660,0;620,0;214,0;353,0;353,0;698,0;660,0;698,0;620,0;353,0;353,0;353,0;620,0;620,0;620,0;620,0;620,0;214,0;698,0;353,0;353,0;353,0;353,0;698,0;353,0;214,0;214,0;353,0;353,0
313;0;1;0;0;0;0;0;0,19422885098031425;;;;408,0;;;;513,0;;;;408,0;;;;513,0;;;;408,0;;;;408,0;;;;513,0;;;;408,0;;;;513,0;;;;408,0;;
314;1;1;0;1;1;1;1;0,4186252130288907;610,0;195,0;195,0;694,0;610,0;624,0;222,0;458,0;;694,0;694,0;270,0;55,0;329,0;624,0;329,0;694,0;458,0;610,0;329,0;624,0;610,0;624,0;624,0;610,0;610,0;222,0;329,0;610,0;55,0;694,0;610,0;329,0;624,0;694,0;195,0;55,0;610,0;458,0;176,0;55,0;610,0
315;1;0;0;0;1;1;1;0,30009248760362195;245,0;514,0;385,0;515,0;515,0;54,0;385,0;245,0;54,0;515,0;54,0;514,0;515,0;514,0;54,0;245,0;54,0;514,0;385,0;515,0;514,0;514,0;385,0;245,0;514,0;515,0;245,0;514,0;54,0;54,0;245,0;245,0;514,0;515,0;54,0;514,0;54,0;514,0;245,0;515,0;514,0;54,0
316;0;0;0;1;1;0;0;0,20754258615629076;182,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;0;1;1;0;0;0;0;0,2259069811657392;238,0;;;238,0;;;;238,0;;;;238,0;;;;146,0;;;;146,0;;;;146,0;;;;238,0;;;;238,0;;;;238,0;;;;238,0;;
318;1;1;0;1;1;0;1;0,36936598018666056;330,0;330,0;518,0;518,0;197,0;379,0;330,0;518,0;379,0;330,0;380,0;379,0;379,0;518,0;380,0;197,0;379,0;380,0;380,0;380,0;518,0;380,0;197,0;380,0;330,0;380,0;197,0;330,0;197,0;330,0;518,0;330,0;330,0;330,0;330,0;379,0;379,0;380,0;380,0;197,0;380,0;330,0
319;1;1;0;0;1;0;0;0,3168360725006976;;;;581,0;;;;449,0;;;;581,0;;;;449,0;;;;449,0;;;;581,0;;;;449,0;;;;581,0;;;;449,0;;;;449,0;;
320;1;1;0;1;1;1;1;0,4186252130288907;195,0;610,0;694,0;458,0;624,0;195,0;270,0;694,0;694,0;332,0;624,0;624,0;458,0;610,0;195,0;694,0;195,0;329,0;458,0;610,0;195,0;329,0;610,0;329,0;624,0;624,0;694,0;176,0;55,0;195,0;55,0;55,0;;270,0;610,0;694,0;610,0;624,0;222,0;624,0;458,0;458,0
321;0;1;0;1;0;0;0;0,2333751968038737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;0;0;1;1;1;1;1;0,2804783395395821;57,0;523,0;355,0;651,0;355,0;355,0;70,0;355,0;70,0;541,0;355,0;70,0;57,0;57,0;541,0;70,0;57,0;355,0;651,0;523,0;70,0;70,0;541,0;70,0;355,0;70,0;70,0;70,0;70,0;523,0;57,0;57,0;57,0;541,0;70,0;523,0;523,0;541,0;70,0;70,0;70,0;523,0
323;0;0;1;0;0;1;0;0,21247414728306924;;;100,0;;;;269,0;;;;201,0;;;;269,0;;;;269,0;;;;201,0;;;;201,0;;;;201,0;;;;269,0;;;;269,0;;;
324;1;0;1;1;1;0;0;0,34778969588175784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;0;1;0;0;0;0;0;0,19422885098031425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;1;0;1;1;1;1;0;0,3959782448576548;;35,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;0;1;1;1;1;0;0;0,2965913043575981;72,0;72,0;;167,0;167,0;237,0;;72,0;167,0;167,0;;237,0;167,0;237,0;;237,0;237,0;72,0;;237,0;365,0;167,0;;237,0;237,0;72,0;;237,0;237,0;167,0;;72,0;167,0;167,0;;72,0;167,0;72,0;;237,0;72,0;237,0
328;0;1;0;0;0;1;0;0,2285980212034376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;1;1;0;1;1;1;0;0,4186252130288907;571,0;639,0;493,0;571,0;684,0;430,0;483,0;493,0;493,0;493,0;493,0;493,0;233,0;314,0;571,0;314,0;483,0;320,0;571,0;314,0;430,0;320,0;233,0;320,0;639,0;493,0;430,0;314,0;430,0;684,0;571,0;684,0;314,0;571,0;571,0;639,0;483,0;684,0;684,0;571,0;639,0;571,0
330;1;1;0;1;1;0;0;0,36936598018666056;318,0;318,0;340,0;340,0;596,0;596,0;318,0;596,0;199,0;318,0;199,0;199,0;340,0;596,0;340,0;180,0;340,0;596,0;199,0;596,0;199,0;340,0;340,0;340,0;318,0;199,0;340,0;318,0;596,0;318,0;199,0;318,0;318,0;318,0;318,0;180,0;596,0;596,0;340,0;199,0;180,0;318,0
331;1;0;0;0;1;1;1;0,30009248760362195;514,0;54,0;245,0;245,0;54,0;515,0;245,0;514,0;514,0;514,0;385,0;245,0;54,0;515,0;385,0;514,0;515,0;515,0;54,0;245,0;54,0;54,0;245,0;514,0;54,0;514,0;385,0;245,0;515,0;514,0;54,0;515,0;515,0;514,0;245,0;245,0;514,0;515,0;385,0;245,0;54,0;514,0
332;1;1;1;1;1;0;0;0,4149003547110088;433,0;673,0;;303,0;;;;303,0;;320,0;;534,0;;571,0;;303,0;;233,0;;455,0;;233,0;;303,0;;;;534,0;;;;455,0;;;;433,0;;;;455,0;;
333;1;0;0;0;1;0;0;0,25857741498084724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;0;0;0;0;1;0;0;0,1717585776071933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;1;0;1;0;1;1;0;0,3417144085911393;241,0;387,0;387,0;241,0;465,0;465,0;465,0;387,0;241,0;241,0;465,0;465,0;387,0;241,0;387,0;241,0;387,0;241,0;241,0;465,0;241,0;465,0;241,0;241,0;387,0;465,0;387,0;387,0;241,0;465,0;465,0;241,0;387,0;465,0;387,0;387,0;241,0;387,0;465,0;387,0;387,0;465,0
336;0;1;0;0;1;1;1;0,25318985659979104;502,0;475,0;502,0;188,0;188,0;412,0;686,0;52,0;61,0;188,0;686,0;502,0;61,0;61,0;502,0;52,0;188,0;412,0;551,0;502,0;412,0;188,0;551,0;188,0;412,0;61,0;502,0;188,0;61,0;412,0;686,0;52,0;188,0;61,0;686,0;502,0;412,0;61,0;502,0;502,0;188,0;412,0
337;0;0;0;1;1;1;1;0,2435555466319357;66,0;147,0;208,0;38,0;66,0;261,0;208,0;38,0;261,0;66,0;208,0;261,0;66,0;261,0;202,0;261,0;66,0;66,0;202,0;261,0;66,0;66,0;208,0;261,0;66,0;261,0;208,0;38,0;261,0;66,0;202,0;261,0;261,0;261,0;202,0;38,0;66,0;261,0;208,0;38,0;66,0;261,0
338;0;0;0;1;1;0;0;0,20754258615629076;;;182,0;182,0;;;182,0;182,0;;;182,0;418,0;;;182,0;182,0;;;182,0;418,0;;;182,0;418,0;;;418,0;418,0;;;182,0;418,0;;;418,0;182,0;;;182,0;418,0;;
339;0;1;1;1;0;1;0;0,31181707224316;;670,0;552,0;;580,0;392,0;670,0;;580,0;580,0;552,0;;552,0;552,0;392,0;;392,0;552,0;670,0;;670,0;392,0;670,0;;392,0;392,0;392,0;;670,0;552,0;670,0;;392,0;392,0;552,0;;580,0;552,0;580,0;;552,0;580,0
340;1;1;0;1;1;0;1;0,36936598018666056;197,0;518,0;330,0;330,0;380,0;197,0;197,0;379,0;380,0;197,0;518,0;380,0;330,0;197,0;330,0;518,0;330,0;518,0;379,0;197,0;380,0;330,0;330,0;330,0;379,0;379,0;330,0;379,0;518,0;380,0;379,0;380,0;197,0;518,0;518,0;518,0;380,0;197,0;330,0;518,0;197,0;197,0
341;1;1;1;0;1;0;0;0,3595871722394001;175,0;549,0;;462,0;;;;538,0;;;;452,0;;;;462,0;;;;630,0;;;;630,0;;;;175,0;;;;462,0;;;;538,0;;;;452,0;;
342;1;0;0;1;0;0;0;0,27797347546282425;;25,0;472,0;114,0;25,0;114,0;25,0;619,0;114,0;354,0;619,0;472,0;114,0;619,0;472,0;354,0;25,0;354,0;472,0;354,0;354,0;114,0;114,0;354,0;25,0;114,0;619,0;354,0;619,0;114,0;25,0;619,0;472,0;354,0;619,0;354,0;114,0;472,0;25,0;25,0;472,0;472,0
343;0;1;1;0;0;0;0;0,2259069811657392;;;146,0;;146,0;238,0;238,0;;238,0;146,0;146,0;;146,0;146,0;238,0;;146,0;146,0;146,0;;146,0;238,0;146,0;;238,0;238,0;238,0;;238,0;146,0;146,0;;238,0;146,0;146,0;;238,0;146,0;146,0;;146,0;146,0
344;1;1;1;0;0;0;0;0,3292167894214138;468,0;;;;468,0;171,0;;;468,0;468,0;;;171,0;171,0;;;468,0;171,0;;;468,0;171,0;;;468,0;171,0;;;468,0;468,0;;;171,0;171,0;;;468,0;468,0;;;468,0;468,0
345;0;1;0;0;0;1;1;0,2285980212034376;73,0;73,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0;73,0;398,0;527,0;527,0
346;1;0;1;0;1;0;1;0,2968837307262043;473,0;593,0;593,0;568,0;593,0;473,0;568,0;473,0;473,0;568,0;593,0;615,0;568,0;473,0;568,0;593,0;568,0;568,0;568,0;473,0;568,0;593,0;593,0;568,0;568,0;568,0;572,0;593,0;473,0;593,0;177,0;615,0;593,0;568,0;473,0;615,0;369,0;473,0;593,0;568,0;568,0;406,0
347;0;1;0;0;1;0;0;0,21615941276516426;564,0;;376,0;;;;251,0;;;;564,0;;;;564,0;;;;376,0;;;;564,0;;;;376,0;;;;564,0;;;;251,0;;;;564,0;;;
348;0;0;1;0;1;0;0;0,2006846350133488;;;;279,0;;;;306,0;;;;306,0;;;;279,0;;;;279,0;;;;279,0;;;;306,0;;;;306,0;;;;306,0;;;;279,0;;
349;0;0;0;0;0;0;0;0,15345084730174804;;207,0;207,0;;285,0;285,0;285,0;;285,0;285,0;285,0;;207,0;285,0;207,0;;207,0;285,0;207,0;;207,0;207,0;285,0;;207,0;285,0;285,0;;207,0;207,0;207,0;;285,0;207,0;207,0;;207,0;285,0;285,0;;285,0;207,0
350;1;1;0;1;0;0;1;0,3386063725773109;561,0;561,0;511,0;519,0;441,0;429,0;561,0;519,0;429,0;429,0;157,0;519,0;429,0;511,0;157,0;157,0;429,0;511,0;511,0;157,0;441,0;429,0;157,0;397,0;429,0;429,0;511,0;519,0;511,0;441,0;157,0;157,0;441,0;511,0;157,0;519,0;429,0;429,0;511,0;397,0;441,0;429,0
351;1;1;1;1;1;1;0;0,4657473237537692;;524,0;174,0;;;;524,0;;;;524,0;;;;524,0;;;;506,0;;;;105,0;;;;524,0;;;;265,0;;;;506,0;;;;524,0;;;
352;0;0;1;0;1;1;1;0,2358617810900413;86,0;664,0;410,0;664,0;487,0;664,0;410,0;410,0;682,0;664,0;161,0;664,0;487,0;229,0;461,0;664,0;487,0;664,0;161,0;664,0;487,0;664,0;461,0;410,0;229,0;487,0;461,0;664,0;682,0;229,0;410,0;22,0;664,0;664,0;410,0;22,0;682,0;682,0;161,0;229,0;229,0;229,0
353;1;1;1;1;0;1;1;0,4324655479820878;577,0;220,0;577,0;633,0;312,0;312,0;266,0;220,0;633,0;220,0;312,0;220,0;633,0;680,0;577,0;633,0;312,0;312,0;577,0;266,0;633,0;220,0;312,0;312,0;312,0;220,0;577,0;266,0;266,0;220,0;577,0;633,0;312,0;312,0;312,0;312,0;680,0;312,0;680,0;633,0;312,0;312,0
354;1;0;0;1;0;0;1;0,27797347546282425;137,0;137,0;137,0;89,0;18,0;18,0;137,0;137,0;137,0;342,0;98,0;89,0;674,0;676,0;98,0;342,0;18,0;342,0;98,0;342,0;342,0;18,0;629,0;342,0;137,0;18,0;137,0;342,0;674,0;137,0;522,0;629,0;18,0;342,0;137,0;342,0;674,0;18,0;98,0;629,0;137,0;674,0
355;0;0;1;1;1;1;0;0,2804783395395821;;366,0;322,0;474,0;322,0;322,0;474,0;322,0;366,0;366,0;322,0;366,0;156,0;582,0;582,0;474,0;474,0;322,0;582,0;366,0;366,0;366,0;474,0;366,0;322,0;474,0;156,0;582,0;582,0;582,0;582,0;474,0;156,0;366,0;366,0;156,0;474,0;156,0;156,0;156,0;366,0;582,0
356;1;0;0;0;0;1;1;0,2726080071702801;262,0;141,0;643,0;109,0;653,0;612,0;141,0;262,0;141,0;612,0;27,0;643,0;653,0;210,0;109,0;262,0;612,0;27,0;424,0;109,0;27,0;653,0;27,0;424,0;612,0;653,0;643,0;109,0;210,0;653,0;643,0;424,0;653,0;141,0;643,0;643,0;210,0;141,0;141,0;424,0;27,0;653,0
357;1;1;0;1;0;1;1;0,38627610533052;11,0;222,0;11,0;592,0;592,0;616,0;616,0;592,0;592,0;222,0;592,0;616,0;592,0;222,0;11,0;592,0;592,0;592,0;11,0;616,0;616,0;592,0;11,0;592,0;616,0;222,0;11,0;78,0;616,0;616,0;592,0;78,0;592,0;616,0;11,0;78,0;592,0;616,0;616,0;78,0;616,0;592,0
358;0;0;0;0;1;1;0;0,2031540736476335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;1;0;1;1;0;0;0;0,31792107046550216;;;;;;431,0;;;;209,0;;;;118,0;;;;118,0;;;;453,0;;;;391,0;;;;391,0;;;;187,0;;;;209,0;;;;391,0
360;0;0;0;0;1;1;0;0,2031540736476335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;1;1;1;0;0;1;1;0,3763167570287944;223,0;225,0;145,0;225,0;225,0;223,0;309,0;225,0;225,0;225,0;225,0;292,0;145,0;223,0;225,0;145,0;668,0;668,0;223,0;225,0;223,0;223,0;223,0;292,0;668,0;668,0;223,0;292,0;225,0;223,0;145,0;309,0;223,0;225,0;145,0;145,0;145,0;145,0;309,0;292,0;225,0;223,0
362;1;0;0;1;1;1;0;0,3512737743270781;;431,0;391,0;142,0;;;102,0;570,0;;;142,0;606,0;;;453,0;142,0;;;209,0;50,0;;;606,0;50,0;;;50,0;570,0;;;102,0;570,0;;;606,0;142,0;;;209,0;606,0;;
363;1;0;0;0;0;0;0;0,23362599616848306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;0;0;1;0;1;1;1;0,2358617810900413;101,0;101,0;161,0;229,0;664,0;682,0;229,0;664,0;487,0;229,0;229,0;229,0;682,0;682,0;229,0;229,0;229,0;487,0;410,0;22,0;664,0;229,0;229,0;664,0;682,0;664,0;229,0;229,0;229,0;487,0;161,0;410,0;229,0;229,0;461,0;229,0;487,0;229,0;229,0;22,0;664,0;664,0
365;1;0;1;0;1;0;1;0,2968837307262043;568,0;568,0;177,0;615,0;405,0;568,0;593,0;593,0;568,0;369,0;568,0;473,0;473,0;568,0;593,0;615,0;473,0;473,0;177,0;593,0;327,0;369,0;177,0;615,0;593,0;593,0;473,0;615,0;405,0;473,0;568,0;473,0;473,0;593,0;593,0;593,0;568,0;593,0;177,0;593,0;369,0;568,0
366;0;0;1;1;1;1;1;0,2804783395395821;541,0;355,0;541,0;57,0;523,0;70,0;57,0;651,0;355,0;355,0;57,0;355,0;541,0;541,0;651,0;523,0;523,0;523,0;541,0;355,0;355,0;355,0;651,0;355,0;70,0;541,0;541,0;523,0;523,0;57,0;651,0;523,0;541,0;355,0;355,0;70,0;541,0;57,0;57,0;57,0;355,0;70,0
367;0;1;1;0;1;0;0;0,25030325752296645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;0;0;1;1;0;1;1;0,2541379791261026;295,0;623,0;623,0;59,0;267,0;59,0;295,0;267,0;529,0;138,0;295,0;370,0;370,0;623,0;370,0;138,0;623,0;138,0;59,0;471,0;529,0;370,0;295,0;471,0;370,0;529,0;59,0;59,0;370,0;370,0;471,0;59,0;459,0;370,0;471,0;267,0;623,0;529,0;59,0;267,0;459,0;59,0
369;0;1;1;1;1;0;0;0,2965913043575981;;167,0;167,0;237,0;72,0;167,0;167,0;167,0;237,0;365,0;167,0;72,0;237,0;167,0;167,0;167,0;167,0;263,0;167,0;72,0;167,0;365,0;167,0;72,0;263,0;263,0;167,0;167,0;167,0;72,0;167,0;237,0;72,0;237,0;237,0;167,0;346,0;492,0;237,0;72,0;365,0;167,0
370;0;0;1;1;0;1;0;0,2541379791261026;422,0;;501,0;567,0;83,0;501,0;683,0;83,0;83,0;567,0;83,0;368,0;368,0;683,0;368,0;501,0;83,0;402,0;83,0;567,0;402,0;368,0;567,0;683,0;368,0;501,0;422,0;83,0;368,0;368,0;567,0;567,0;683,0;368,0;422,0;567,0;501,0;83,0;402,0;683,0;83,0;567,0
371;0;0;0;1;0;1;0;0,21962428116898436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;1;1;0;0;1;1;0;0,3631236349357641;200,0;548,0;;200,0;144,0;466,0;;548,0;548,0;548,0;;692,0;692,0;144,0;;144,0;200,0;548,0;;548,0;692,0;200,0;;466,0;548,0;692,0;;144,0;548,0;144,0;;548,0;466,0;144,0;;692,0;548,0;548,0;;692,0;144,0;466,0
373;0;1;0;0;0;0;0;0,19422885098031425;513,0;;;;513,0;408,0;;;513,0;513,0;;;513,0;408,0;;;513,0;513,0;;;513,0;513,0;;;408,0;513,0;;;408,0;513,0;;;513,0;408,0;;;513,0;513,0;;;408,0;513,0
374;0;0;1;1;0;0;0;0,2170091614500745;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;;;667,0;;
375;0;0;0;1;0;1;1;0,21962428116898436;438,0;426,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0;91,0;104,0;104,0;104,0
376;0;1;0;0;1;0;1;0,21615941276516426;203,0;96,0;347,0;395,0;203,0;193,0;395,0;503,0;203,0;203,0;395,0;503,0;96,0;96,0;395,0;395,0;203,0;203,0;347,0;395,0;96,0;193,0;395,0;395,0;203,0;203,0;347,0;693,0;193,0;96,0;503,0;693,0;203,0;96,0;395,0;693,0;96,0;193,0;503,0;395,0;193,0;96,0
377;0;1;0;1;1;0;1;0,25830885822557065;298,0;298,0;299,0;298,0;299,0;298,0;2,0;298,0;528,0;528,0;291,0;528,0;291,0;291,0;291,0;528,0;298,0;528,0;528,0;2,0;528,0;528,0;528,0;299,0;298,0;299,0;2,0;298,0;299,0;291,0;2,0;2,0;298,0;291,0;528,0;2,0;298,0;298,0;2,0;2,0;528,0;528,0
378;0;0;0;0;1;0;0;0,1717585776071933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;1;1;0;1;1;0;0;0,36936598018666056;199,0;199,0;199,0;199,0;180,0;318,0;596,0;340,0;318,0;199,0;180,0;318,0;318,0;199,0;596,0;596,0;318,0;199,0;340,0;180,0;596,0;180,0;180,0;596,0;340,0;340,0;180,0;340,0;199,0;199,0;340,0;180,0;180,0;596,0;596,0;318,0;318,0;180,0;596,0;596,0;199,0;199,0
380;1;1;0;1;1;0;0;0,36936598018666056;596,0;180,0;596,0;596,0;340,0;180,0;199,0;180,0;340,0;180,0;318,0;340,0;180,0;180,0;318,0;199,0;180,0;318,0;318,0;318,0;340,0;318,0;199,0;318,0;199,0;318,0;596,0;596,0;180,0;340,0;596,0;340,0;199,0;180,0;180,0;596,0;340,0;318,0;318,0;180,0;318,0;596,0
381;0;0;0;1;1;0;0;0,20754258615629076;;;;;182,0;418,0;;;418,0;182,0;;;418,0;182,0;;;182,0;418,0;;;418,0;182,0;;;418,0;182,0;;;182,0;182,0;;;418,0;418,0;;;418,0;418,0;;;182,0;418,0
382;1;1;0;0;1;1;0;0,3631236349357641;692,0;466,0;200,0;692,0;;;548,0;692,0;;;144,0;200,0;;;144,0;548,0;;;200,0;200,0;;;200,0;144,0;;;548,0;692,0;;;692,0;200,0;;;144,0;200,0;;;200,0;548,0;;
